Category,Message,spam
ham,great hear settling well happenin wit ola,0
ham,cocksucker make feel better ipads worthless garbage novelty item feel bad even wanting one,0
ham,tot u reach liao said shirt,0
ham,fran decided 2 go n e way im completely broke knackered got bout 3 c u 2mrw love janx p dad fone credit,0
ham,right make appointment right,0
ham,designation software developer may get chennai,0
spam,enjoy jamster videosound gold club credit 2 new videosounds 2 logo musicnews get fun jamster co uk 16 help call 09701213186,1
spam,get 3 lion england tone reply lionm 4 mono lionp 4 poly 4 go 2 www ringtones co uk original n best tone 3gbp network operator rate apply,1
ham,jokin oni lar ã busy wun disturb ã¼,0
ham,ok careful text drive,0
ham,always even spirit get bb soon trying sure need,0
ham,u r much close heart u go away shattered plz stay,0
ham,love u 2 babe r u sure everything alrite idiot txt bak girlie,0
ham,abt making pic bigger,0
ham,got got 2 colour lor one colour quite light n e darker lor actually done styling hair,0
ham,whenevr ur sad whenevr ur gray remembr im 2 listn 2 watevr u wanna say jus walk wid little amp promise bring back ur smile,0
ham,nothing ok anyway give treat,0
spam,win newest â harry potter order phoenix book 5 reply harry answer 5 question chance first among reader,1
ham,correct work today,0
ham,sent scream moan bed princess,0
ham,wake long ago already dunno thing,0
ham,oh getting even u u,0
ham,thk 50 shd ok said plus minus 10 ã¼ leave line paragraph,0
ham,call plz number show coveragd area urgnt call vasai amp reach 4 clock call plz,0
ham,yeah jay sort fucking retard,0
ham,sorry bathroom sup,0
spam,ur balance â 500 ur next question sang uptown girl 80 2 answer txt ur answer 83600 good luck,1
ham,exam february 4 wish great day,0
ham,dont know come ask question like dont mistake,0
ham,aight rush ask jay,0
ham,good morning plz call sir,0
ham,ok lar u sleep early nite,0
ham,oh icic k lor den meet day,0
ham,oh half hour much longer syria canada eh wow must get much work done day u extra time grin,0
ham,sometimes put wall around heart safe getting hurt find care enough break wall amp get closer goodnoon,0
ham,sweet may may go 4u meet carlos gauge patty interest,0
ham,buying today ã need c meh,0
ham,aight sorry take ten year shower plan,0
ham,every monday nxt week vl completing,0
ham,might ax well im,0
ham,chill another 6hrs could sleep pain surgical emergency see unfolds okay,0
ham,yeah try scrounge something,0
ham,crazy ar married ã like gd looking guy frens like say korean leona fave dun thk aft thinking mayb prob go,0
ham,somewhere fredericksburg,0
ham,que pas un buen tiempo something like,0
ham,ok stay night xavier sleeping bag getting tired,0
ham,doesnt need test,0
ham,nothing much chillin home super bowl plan,0
spam,free2day sexy st george day pic jordan txt pic 89080 dont miss every wk saucy celeb 4 pic c pocketbabe co uk 0870241182716 â 3 wk,1
ham,bugis oso near wat,0
ham,yo there class tmrw right,0
ham,let ur heart ur compass ur mind ur map ur soul ur guide u never loose world gnun sent via way2sms com,0
ham,goodnight sleep well da please take care pa please,0
ham,baaaaabe miss youuuuu go teach class 5,0
ham,u ned convince tht possible witot hurting feeling main,0
ham,good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy,0
ham,start sending blackberry torch nigeria find buyer like 4a month tell dad buy bb anyone oh,0
ham,lt gt pple marry lover becz hav gud undrstndng dat avoids problem sent dis 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnds lt gt min whn u read,0
ham,yo dude guess got arrested day,0
ham,shuhui say change 2 suntec steamboat u noe r u,0
ham,dance river,0
ham,yetunde sorry moji seem busy able go shopping please find way get wanted u get please forgive reply free via yahoo messenger,0
ham,hey really pretty late want go lesson first join reaching tp mrt,0
spam,hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k,1
ham,bbq sat mine 6ish ur welcome 2 come,0
ham,know thing wrong everyso often panicks start goin bout bein good enough â,0
ham,alright good night,0
ham,try making another butt,0
ham,hope feeling great pls fill abiola,0
ham,though shd go n fun bar town something â sound ok,0
ham,1 go write msg 2 put dictionary mode 3 cover screen hand 4 press lt gt 5 gently remove ur hand interesting,0
spam,bear pic nick tom pete dick fact type try gay chat photo upload call 08718730666 10p min 2 stop text call 08712460324,1
spam,500 new mobile 2004 must go txt nokia 89545 collect today â 1 www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction,1
ham,finally ready fyi,0
ham,auntie huai juan never pick phone,0
spam,double min double txt 1 2 price linerental latest orange bluetooth mobile call mobileupd8 latest offer 08000839402 call2optout lf56,1
ham,ya tel wats ur problem,0
ham,dnt wnt tlk wid u,0
ham,spend day waiting ideal path appear front u forget path made walking waiting goodnight,0
ham,ok arm feeling weak cuz got shot go another time,0
ham,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve already see net ticket available want book ticket tackle,0
ham,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one 4get name person bt girlfrnd g n g h,0
ham,ok popped ask bout something said around tonght wen girl come,0
ham,e best 4 ur exam later,0
ham,hope ur head hurt 2 much ploughing way pile ironing staying chinky tonight come round like,0
ham,oh k think wi nz player unsold,0
ham,haha got fast lose weight thk muz go 4 month den got effect gee later go aust put bk e weight,0
ham,wonder got online love gone net cafe get phone recharged friend net think boytoy,0
ham,haha kidding papa need drug,0
ham,thk shld b ya wana go 4 lesson haha go one whole stretch,0
ham,oh ok,0
ham,r still meeting 4 dinner tonight,0
ham,shall start hear,0
ham,wait 4 u lor need 2 feel bad lar,0
ham,check got detailed message,0
ham,registered sinco payee log icicibank com enter urn lt gt confirm beware fraud share disclose urn anyone,0
ham,decided people care stuff vote caring stuff loser,0
ham,kaiez enjoy ur tuition gee thk e second option sound beta go yan jiu den msg u,0
ham,cool fun practicing making baby,0
ham,actually getting ready leave house,0
ham,k k special today,0
spam,urgent important information o2 user today lucky day 2 find log onto http www urawinner com fantastic surprise awaiting,1
ham,gotta,0
ham,got ten buck jay noncomittal,0
ham,hungry,0
ham,pls speak customer machan,0
ham,somewhere beneath pale moon light someone think u dream come true goodnite amp sweet dream,0
spam,dear u invited xchat final attempt contact u txt chat 86688 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18 yr,1
ham,wats ur opinion abt abt character,0
ham,jay snickering tell x totally fucking chord speak,0
ham,hour went hair cut,0
ham,wonder co dun rem seeing silver car thk saw black one,0
ham,lmao take pic send,0
ham,speak feel word better silence gud mrng,0
ham,currently scotland,0
ham,work week,0
spam,congratulation ur awarded either â 500 cd gift voucher free entry 2 â 100 weekly draw txt music 87066 tncs www ldew com 1 win150ppmx3age16,1
ham,lol great im getting hungry,0
ham,yes saw message,0
ham,mu like lt gt second,0
ham,thing r good thanx got exam march ive done revision fran still boyf ive gotta interviw 4 exeter bit worried x,0
ham,tell make little spreadsheet track whose idea smoke determine smoke much entire month february come,0
spam,sale arsenal dartboard good condition double treble,1
ham,look back building coat want get sick hurry home wear coat gym,0
ham,painful personal thought always try keep everybody happy time nobody recognises alone,0
ham,thanks lovely wisheds rock,0
ham,intrepid duo great time see soon,0
ham,asked sen come chennai search job,0
ham,dad went oredi,0
ham,jus hope true missin co really missin done anything feel guilty yet,0
ham,wat late still early mah juz go 4 dinner lor aiya dunno,0
ham,arm fine cardiff uni,0
ham,fact leave think addie go back school tues wed,0
ham,cool breeze bright sun fresh flower twittering bird waiting wish u goodmorning amp nice day,0
ham,ya going restaurant,0
ham,ok askd u knw tht,0
spam,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod â 250 cash every wk txt pod 84128 t c www textpod net custcare 08712405020,1
ham,ducking chinchilla,0
ham,marriage function,0
ham,look like u wil b getting headstart im leaving bout 2 30ish u r desperate company could head earlier goin meet rummer,0
ham,donâ give flying monkey wot think certainly donâ mind friend mine,0
spam,registered optin subscriber ur draw 4 â 100 gift voucher entered receipt correct an 80062 whats no1 bbc chart,1
ham,say thanks2,0
ham,msg rajini come,0
ham,ya ã¼ taking ure practical lesson start june,0
ham,good need drug,0
ham,stupid possible,0
ham,ã¼ decide faster co si going home liao,0
spam,summer finally fancy chat flirt sexy single yr area get matched reply summer free 2 join optout txt stop help08714742804,1
ham,u sleeping going take haha got spy wat online checking n replying mail lor,0
spam,claire havin borin time alone u wanna cum 2nite chat 09099725823 hope 2 c u luv claire xx callsâ 1 minmoremobsemspobox45po139wa,1
spam,bought one ringtone getting text costing 3 pound offering tone etc,1
ham,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriage program edhae lyf nt yet ovr chikku ali vargu lyfu meow meow,0
ham,kinda first one get twelve aah speak tomo,0
spam,09066362231 urgent mobile 07xxxxxxxxx â 2 000 bonus caller prize 02 06 03 2nd attempt reach call 09066362231 asap,1
ham,ok good later come find ã¼ c lucky told ã¼ go earlier later pple take finish ã¼,0
ham,wat make u thk fall actually thk quite prone 2 fall lucky dad home ask come n fetch already,0
spam,07801543489 guaranteed latest nokia phone 40gb ipod mp3 player â 500 prize txt word collect 83355 tc llc ny usa 150p mt msgrcvd18,1
ham,wont touch permission,0
spam,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg 2day 09099726395 lucy x callsâ 1 minmobsmorelkpobox177hp51fl,1
ham,7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear,0
ham,take small dose tablet fever,0
ham,oh u must taken real valentine shopping first,0
ham,sent email â address incomm right,0
ham,gonna blake night might able get little early,0
ham,friendship game play word say start march end may tomorrow yesterday today e,0
ham,nice wait texting right gonna pay ticket ya know,0
ham,watching lotr w si dis aft u wan 2 meet 4 dinner nite,0
ham,keeping away like,0
ham,think far find check google map place dorm,0
ham,trip ok quite tiring lor uni start today ok 4 co taking module jus concentrating final yr project,0
ham,always saying welp,0
ham,guy browsin compulsory,0
ham,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu,0
ham,add really care least get dude fuck hey money want,0
ham,hello lover go new job happy think wake slave send teasing kiss across sea,0
ham,told number gautham,0
ham,tell need investigate anywhere,0
ham,ok juz receive,0
ham,cant believe said many thing morning really wanted say good morning love beautiful morning see library later,0
spam,account credited 500 free text message activate txt word credit 80488 c www 80488 biz,1
ham,end might still vomit okay everything come,0
ham,money money aint thing sha,0
ham,everything weather keep extra warm cold nothing serious pls lot vitamin c,0
ham,hey gal anyone u going e driving centre tmr,0
ham,always yahoo messenger send message get may send mobile mode sha get reply,0
ham,putting ready lt time gt,0
ham,time n smile r two crucial thing life sometimes time make u forget smile sometimes someone smile make u forget time gud noon,0
spam,sm ac jsco energy high u may know 2channel 2day ur leadership skill r strong psychic reply an w question end reply end jsco,1
ham,host based idp linux system,0
spam,hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,1
ham,da whats plan,0
ham,ill lt gt ok,0
ham,oh god almost home,0
ham,total video converter free download type google search,0
spam,thanks vote sing along star karaoke mobile free link reply sing,1
ham,sound like something someone testing would sayy,0
ham,u love someone dont make love u much u love much dont want loved anyone except gud nit,0
ham,pete phone still jenny college leanne,0
ham,oops sorry check mind picking tomo half eight station would ok,0
ham,hey sweet wondering moment might come want send file someone go yahoo connection suck remember set page go download format disc could tell know way download big file download stuff directly internet help would great prey teasing kiss,0
ham,hows champ leaving glasgow,0
ham,k best congrats,0
ham,wonder get text,0
ham,need come home give good lovin,0
spam,brand new mobile music service live free music player arrive shortly install phone browse content top artist,1
ham,shall ask one thing dont mistake,0
ham,check wid corect speling e sarcasm,0
spam,urgent mobile awarded â 2 000 bonus caller prize 1 08 03 2nd attempt contact call 0871 4719 523 box95qu bt national rate,1
ham,angry happen dear,0
ham,thk u dun haf 2 hint e forum already lor co told ron n darren going 2 tell shuhui,0
ham,yup ok thanx,0
ham,hi ct employee,0
ham,pls pls find aunt nike,0
ham,wow love sooo much know barely stand wonder day go well love think miss,0
ham,screaming mean shouting,0
ham,hey happen de alright,0
ham,picked receipt something earlier,0
ham,think chennai well settled,0
ham,oh dang mean send lol,0
ham,unfortunately found pick sister airport evening think going try go one th,0
ham,horrible bf v hungry,0
ham,remember day,0
spam,nokia 7250i get win free auction take part send nokia 86021 hg suite342 2lands row w1jhl 16,1
ham,feel mr real valentine yo valentine even tho u hardly play,0
ham,sound good finger make difficult type,0
ham,midnight earliest,0
ham,sure trying make xavier smoke want smoke told smoke much,0
ham,k come nordstrom done,0
ham,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleep sweet dream,0
ham,press conference da,0
spam,hello orange 1 month free access game news sport plus 10 free text 20 photo message reply yes term apply www orange co uk ow,1
ham,completed degree use joining finance,0
ham,good afternoon love job prospect missing lazy bleak hmmm happy filled love,0
ham,shant disturb u anymore jia,0
ham,bishan lar nearer need buy early co buy gotta park car,0
ham,dont know oh,0
ham,dude sux snake got old raiden got buff,0
ham,say hi get as back south tampa preferably kegger,0
ham,e msg jus u said thanks gift,0
ham,u,0
ham,ok dear call chechi,0
ham,yeah tote u wanna,0
ham,ok found dis pierre cardin one look normal cost 20 sale,0
ham,good sleep rhythm person establish rhythm body learn use want know,0
ham,wat r u,0
ham,message truro hospital ext phone phone side,0
ham,single line big meaning miss anything 4 ur best life miss ur best life anything gud nyt,0
ham,got gas money chance gang want go grand nature adventure,0
ham,dnt worry use ice piece cloth pack also take 2 tablet,0
ham,dude saw parked car sunroof popped sux,0
ham,get ready put excellent sub face,0
ham,tmrw im finishing 9 door,0
ham,lt gt g saw day ago guy want sell wifi lt gt 3g lt gt blanked,0
ham,whatever im pretty pissed,0
ham,dont much image class,0
ham,got rumour going buy apartment chennai,0
ham,near kalainar tv office thenampet,0
spam,ur cash balance currently 500 pound maximize ur cash send go 86688 150p msg cc 08718720201 hg suite342 2lands row w1j6hl,1
spam,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021 hg suite342 2lands row w1j6hl,1
ham,si catching e show e afternoon watching w c u wan 2 watch today tmr lor,0
ham,sound gd haha wah u yan jiu fast liao,0
ham,nosy guess idk reacting freaked,0
ham,remember hurt day satanic imposter need pay price may destiny keep going u said pray get mind get,0
ham,make girl happy difficult make girl happy u need 1 friend 2 companion 3 lover 4 chef lt gt good listener lt gt organizer lt gt good boyfriend lt gt clean lt gt sympathetic lt gt athletic lt gt warm lt gt courageous lt gt determined lt gt true lt gt dependable lt gt intelligent lt gt psychologist lt gt pest exterminator lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniye pudunga venaam,0
ham,princess bet brothas chasing,0
ham,shall book chez jules half eight ok,0
ham,hhahhaahahah rofl wtf nig leonardo room something,0
ham,yep derek house see sunday lt 3,0
ham,cool let know kick around lt gt day,0
ham,wondering would okay call uncle john let know thing nigeria r lt gt dollar 2years sent know strain plan pay back every dime give every dime expect anything practical something like,0
ham,charge transfer charge withdraw anyhow like,0
ham,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl,0
ham,4 let go bill miller,0
ham,love set soul fire spark flame big rawring flame xoxo,0
ham,somewhr someone surely made 4 u god decided perfect time make u meet dat person till den enjoy ur crush,0
ham,honeymoon outfit,0
ham,help propose going back tomorrow,0
spam,private 2003 account statement show 800 un redeemed point call 08719899230 identifier code 41685 expires 07 11 04,1
ham,never blame day ur life good day give u happiness bad day give u experience essential life god blessing good morning,0
ham,pls confirm time collect cheque,0
spam,registered subscriber yr draw 4 â 100 gift voucher b entered receipt correct an next olympics txt an 80062,1
spam,urgent mobile number awarded â 2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm,1
ham,daddy take good care,0
ham,yeah probably still gotta check leo,0
ham,k special,0
ham,carlos taking sweet time usual let know patty done want smoke tell haul as,0
ham,ok pa nothing problem,0
ham,heard job going wildlife talk tonight u want2come that2worzels wizzle whatever,0
ham,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaid friend 4u,0
ham,came hostel,0
ham,ok prob come lunch,0
ham,jus telling u dat b leaving 4 shanghai 21st instead haf time 2 meet cya,0
ham,freezing home yet remember kiss mom morning love think missing yet,0
ham,ready big day tomorrow,0
ham,probably around mu lot,0
ham,645,0
spam,rt king pro video club need help info ringtoneking co uk call 08701237397 must 16 club credit redeemable www ringtoneking co uk enjoy,1
ham,thnx dude u guy 2nite,0
ham,sef dey laugh meanwhile darling anjie,0
ham,mm food da,0
ham,k make sense btw carlos difficult guy gonna smoke go pick second batch get gas,0
ham,u download fring app,0
ham,2 oz guy kinda flaky one friend interested picking lt gt worth tonight possible,0
ham,friend u stay fb chat,0
ham,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love,0
ham,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte,0
spam,u secret admirer looking 2 make contact u find r reveal think ur special call 09058094599,1
ham,ah well confuses thing doesnâ,0
spam,500 free text msg text ok 80488 credit account,1
ham,hi dear call urgnt know whats problem want work problem least tell wating reply,0
ham,dear ok,0
spam,selected stay 1 250 top british hotel nothing holiday worth â 350 claim call london 02072069400 bx 526 sw73ss,1
ham,yes princess want make happy,0
ham,sound like many talent would like go dinner date next week,0
ham,going film 2day da 6pm sorry da,0
ham,watching movie already xy want 2 shop shopping w,0
ham,hello little party animal thought buzz friend grin reminding loved send naughty adoring kiss,0
ham,yesterday going home,0
spam,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munsters exorcist twilight www getzed co uk pobox36504w45wq 150p,1
ham,come life brought sun shiny warming heart putting constant smile face making feel loved cared,0
ham,shit surprised went spent evening french guy met town fooled around bit let fuck,0
spam,0a network allow company bill sm responsible supplier shop give guarantee sell b g,1
ham,great comedy cant stop laughing da,0
spam,freemsg feelin kinda lnly hope u like 2 keep company jst got cam moby wanna c pic txt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242,1
ham,alright set text man,0
ham,hi keen go kind feel go tomo mind,0
ham,sleeping nt feeling well,0
ham,u switch fone dammit,0
ham,india take lead,0
ham,post l8r class,0
ham,thts wat wright brother fly,0
ham,evening v good somewhat event laden fill worry â head ok throat wrecked see six,0
ham,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friend goodevening dear,0
ham,laptop take,0
ham,dont file bag work called tell find anything room,0
ham,wan early lei outside wun b home early neva mind,0
spam,ur chance win â 250 cash every wk txt action 80608 c www movietrivia tv custcare 08712405022 1x150p wk,1
ham,bugis juz wat walking home oredi ã late reply oso saw top dat like din buy r ã¼,0
ham,7 go ok na,0
ham,yes posted couple pic fb still snow outside waking,0
ham,one good partnership going take lead,0
spam,rgent 2nd attempt contact u u â 1250 call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvary maxâ 7 50,1
ham,yeah class,0
ham,send bec temple na,0
ham,coming home class right need work shower,0
spam,hi ur lookin 4 saucy daytime fun wiv busty married woman free next week chat 2 sort time 09099726429 janinexx callsâ 1 minmobsmorelkpobox177hp51fl,1
ham,mostly like,0
ham,ã v fan,0
ham,dunno co v late n reach inside already ate spageddies lor e gal r laughing lor,0
ham,guess spent last night phasing fourth dimension,0
ham,dad gonna call get work ask crazy question,0
ham,yes said,0
ham,hurting n meaningful line ever compromised everything love end love compromised everything gud mornin,0
ham,lmao nice 1,0
ham,glad see reply,0
spam,urgent trying contact u today draw show â 800 prize guaranteed call 09050001295 land line claim a21 valid 12hrs,1
spam,monthly password wap mobsi com 391784 use wap phone pc,1
ham,nah dub je still buff,0
ham,painful word thought happy toughest thing earth toughest acting happy unspoken pain inside,0
ham,yeah fine â 6 get ok,0
ham,lol u come idea,0
ham,many people seems special first sight remain special till last sight maintain till life end sh jas,0
ham,okay wait ah,0
ham,lei,0
ham,hi babe u r likely bed im sorry tonight really wanna see u tomorrow call 9 love xxx,0
ham,already squatting new way walking,0
ham,want bold 2 bb torch,0
ham,cramp stopped going back sleep,0
spam,today vodafone number ending 0089 last four digit selected received â 350 award number match please call 09063442151 claim â 350 award,1
spam,free top ringtone sub weekly ringtone get 1st week free send subpoly 81618 3 per week stop sm 08718727870,1
ham,nan sonathaya soladha bos,0
ham,bring tat cd forget,0
ham,know raping dude poker,0
ham,weightloss girl friend make load money ebay something give thanks god,0
ham,gr8 see message r u leaving congrats dear school wat r ur plan,0
ham,ã eatin later eatin wif frens lei ã going home first,0
ham,finish already yar keep saying mushy embarrassed ok,0
ham,sorry man stash ran dry last night pick sunday,0
ham,hai priya right doctor said pa,0
spam,free msg sorry service ordered 81303 could delivered sufficient credit please top receive service,1
ham,please ask mummy call father,0
ham,come room cannot come house co house still messy haha,0
ham,lost 10 kilo today,0
ham,taste fish curry p,0
ham,might accidant tookplace somewhere ghodbandar rd traffic move slovely plz slip amp worry,0
ham,yun ah ã¼ wkg btw ã¼ go nu sc ã wana specialise wad,0
ham,yes one woman man please tell like dislike bed,0
ham,test earlier appreciate call tomorrow,0
ham,loverboy keep coming queen hmmm ache speak miss desparately,0
ham,u meet fren dun wan meet ah muz b guy rite,0
ham,promise though even gotten dinner yet,0
ham,got back dislike bed,0
ham,turn stereo love mi phone unknown album,0
spam,hard live 121 chat 60p min choose girl connect live call 09094646899 cheap chat uk biggest live service vu bcm1896wc1n3xx,1
ham,yeah see,0
ham,asking u knw nt may ur frnds classmate,0
ham,sorry earlier putting fire around talk 9 actually life lol,0
spam,wow boy r back take 2007 uk tour win vip ticket pre book vip club txt club 81303 trackmarque ltd info vipclub4u,1
ham,missionary hook doggy hook standing,0
ham,u better go sleep dun disturb u liao u wake msg lor,0
ham,watching house â entertaining â getting whole hugh laurie thing â even stick â indeed especially stick,0
ham,thought praps meant another one goodo look tomorrow,0
ham,hi jon pete ive bin 2 spain recently hav sum dinero left bill said u ur â rent mayb interested hav 12 000pes around â 48 tb james,0
ham,bold 2 lt gt,0
ham,know shall speak lt gt minute,0
ham,alrite hunny wot u 2 2nite didnt end goin town jus da pub instead jus chillin da mo bedroom love jen xxx,0
ham,went project centre,0
ham,per request maangalyam alaipayuthe set callertune caller press 9 copy friend callertune,0
ham,lol yeah point guess,0
ham,project w frens lor,0
ham,lol well quality aint bad aint complaining,0
ham,k happen tonight,0
spam,hi mandy sullivan calling hotmix fm chosen receive â 5000 00 easter prize draw please telephone 09041940223 claim 29 03 05 prize transferred someone else,1
ham,think going finn come,0
ham,tired special,0
ham,come tomorrow di,0
ham,k go sleep well take rest,0
ham,u guy never invite anywhere,0
spam,ur going 2 bahamas callfreefone 08081560665 speak live operator claim either bahamas cruise ofâ 2000 cash 18 opt txt x 07786200117,1
ham,want please inside outside bedroom,0
ham,ey calm downon theacusations itxt u co iwana know wotu r doin thew end haventcn u age ring ur up4 nething sat love j xxx,0
ham,love wine dine lady,0
spam,someone conacted dating service entered phone fancy find call landline 09111030116 pobox12n146tf15,1
ham,iâ cool ta luv v tired 2 cause doin load planning wk got social service inspection nursery take care spk sn x,0
ham,know account detail ask mom send mom reach,0
ham,think u wrong number,0
ham,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day,0
ham,b late love mum,0
ham,got mail panren paru,0
ham,thinking chuckin ur red green n black trainners 2 save carryin bac train,0
ham,give one miss number please,0
ham,jus came back fr lunch wif si u leh,0
ham,schedule next week town weekend,0
ham,really good dhanush rock,0
ham,lmao ok wont needing u hair anymore,0
ham,miss ya need ya want ya love ya,0
ham,sorry free,0
ham,u ever get song stuck head reason go away til u listen like 5 time,0
ham,nt yet chikku simple habba hw abt u,0
ham,got ur mail dileep thank muchand look forward lot support less contact remember one venugopal mentioned tomorrow late shall try come till goodnight dear,0
ham,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked one remembered everytime bslvyl,0
ham,joy father john john name joy father mandan,0
spam,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile â 10 txtauction txt word start 81151 get 4t,1
ham,hi yijue regarding 3230 textbook intro algorithm second edition selling 50,0
spam,sm auction nokia 7250i get win free auction take part send nokia 86021 hg suite342 2lands row w1jhl 16,1
ham,k want u come,0
ham,little difficult simple way enter place,0
ham,ha u e thing got tv 2 watch u thk 2 go tonight u already haf smth mind,0
ham,dont show far put new picture facebook,0
ham,watching tv got new job,0
ham,good afternoon sexy bun go job search wake first thought always love wish fine happy know adore,0
ham,coming whatever want,0
ham,ok chikku 1 favourite song,0
ham,u see posted facebook,0
spam,call freephone 0800 542 0578,1
spam,buy space invader 4 chance 2 win orig arcade game console press 0 game arcade std wap charge see o2 co uk game 4 term setting purchase,1
spam,big brother alert computer selected u 10k cash 150 voucher call 09064018838 ntt po box cro1327 18 bt landline cost 150ppm mobile vary,1
ham,oh well c u later,0
ham,uncle atlanta wish guy great semester,0
ham,dear free message without recharge hi hi hi,0
ham,dun believe u thk u told,0
ham,know god created gap finger one made come amp fill gap holding hand love,0
ham,yes sura sun tv lol,0
ham,arun u transfr amt,0
ham,takin shower yeah leave done,0
ham,working eye philosophy text u later bit free chat,0
ham,u havenâ lost ill always b 4u didnâ intend 2 hurt u never knew u felt iwas marine thatâ itried2tell urmom careabout u,0
spam,win winner mr foley ipod exciting prize soon keep eye ur mobile visit www win 82050 co uk,1
ham,bad girl still remember,0
ham,much gave morning,0
ham,hope alright babe worry might felt bit desparate learned job fake waiting come back love,0
ham,hey tell blake address carlos wanted meet got lost answering phone,0
ham,get opinion something first,0
ham,one week leave put know time,0
ham,hit move,0
ham,excellent spent lt gt year air force iraq afghanistan stable honest like traveling,0
ham,wanna watch movie,0
ham,ok lor thanx ã school,0
ham,class get text,0
ham,bus leaf lt gt,0
ham,god bless get good sleep dear pray,0
spam,today voda number ending 1225 selected receive â 50award match please call 08712300220 quoting claim code 3100 standard rate app,1
ham,nice day today love dearly,0
ham,aiyo bit pai seh ã¼ noe scared dun rem die hee become better lookin oredi leh,0
ham,aight ask roommate,0
ham,whats house beer,0
ham,ã¼ wan 2 meet n combine part da rest da project going,0
ham,getting ticket 4 walsall tue 6 th march mate getting sat ill pay treat want 2 go txt bak terry,0
ham,yes chatting,0
ham,hi jess dont know work call u im home eve xxx,0
ham,sian aft meeting supervisor got work 2 liao u working,0
ham,going write ccna exam week,0
ham,well watch shrek 3d b,0
ham,much dirty fellow,0
ham,dunno dat wat told ok lor,0
ham,probably tomorrow even later tonight something going,0
ham,say dying man feel sad go wanted know would probably gone late night,0
ham,thinking lifting one,0
ham,u dun wan u dun like already ah wat u still eating,0
ham,sent ur email id soon,0
ham,dude teresa hope okay didnt hear people called received package since dec lt gt thot ld like know fantastic year best reading plus really really bam first aid usmle work done,0
ham,hey gorgeous man work mobile number good one babe squishy mwahs,0
spam,hottest pic straight phone see getting wet wanting xx text pic 89555 txt cost 150p textoperator g696ga 18 xxx,1
ham,way stay oh,0
ham,hello thanx taking call got job start monday,0
ham,time ur flight tmr,0
ham,come,0
ham,rather prominent bite mark right cheek,0
ham,september,0
ham,wet right,0
ham,husband,0
spam,hack chat get backdoor entry 121 chat room fraction cost reply neo69 call 09050280520 subscribe 25p pm dp bcm box 8027 ldn wc1n3xx,1
ham,norm tomorrow finish 4 15 co st test need sort library stuff point tomo got letter today access til end march better get move,0
ham,yeah got list u joanna feeling really anti social,0
ham,office na,0
ham,comingdown later,0
ham,super da good replacement murali,0
ham,da good good player unsold,0
ham,hi u want join sts later meeting five call u class,0
ham,engalnd telly decided let watch mia elliot kissing damn,0
spam,free nokia motorola upto 12mths 1 2price linerental 500 free x net min 100txt mth free b tooth call mobileupd8 08001950382 call 2optout d3wv,1
ham,dont want hear philosophy say happen,0
ham,got job wipro get every thing life 2 3 year,0
ham,cant get da laptop matric card wif ã¼ lei,0
ham,dunno da next show aft 6 850 toa payoh got 650,0
spam,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08718726970 10p per min bt national rate,1
ham,made payment dont much sorry would want fedex way,0
ham,play one day last year know even though good team like india,0
ham,k girl waiting reception ah,0
ham,say slowly god love amp need clean heart blood send ten special people amp u c miracle tomorrow pls pls,0
ham,hate turn fun shopping trip annoying day everything would look house,0
ham,sir waiting call,0
ham,want come online,0
